date,sym,time,volume,price
2023-07-01,EURCHF,2023-07-01D04:24:41.151337176,31,104.4335
2023-07-01,EURCHF,2023-07-01D04:29:09.880577623,33,104.328
2023-07-01,EURCHF,2023-07-01D04:29:23.356143235,2,103.9405
2023-07-01,EURCHF,2023-07-01D04:30:22.875957190,36,103.7757
2023-07-01,EURCHF,2023-07-01D04:30:25.698955356,93,103.4519
2023-07-01,EURCHF,2023-07-01D04:31:13.470291495,19,103.5556
2023-07-01,EURCHF,2023-07-01D04:31:17.304811030,92,103.1424
2023-07-01,EURCHF,2023-07-01D04:32:48.983995914,6,102.8103
2023-07-01,EURCHF,2023-07-01D04:34:03.684656917,22,103.0952
2023-07-01,EURCHF,2023-07-01D04:34:05.855395495,99,103.1801
2023-07-01,EURCHF,2023-07-01D04:34:20.128241032,82,103.6062
2023-07-01,EURCHF,2023-07-01D04:34:37.812132239,89,103.8504
2023-07-01,EURCHF,2023-07-01D04:35:25.848805904,21,103.4968
2023-07-01,EURCHF,2023-07-01D04:35:57.305364310,86,103.5498
2023-07-01,EURCHF,2023-07-01D04:38:12.989339679,41,103.3088
2023-07-01,EURCHF,2023-07-01D04:38:25.638617276,51,102.8953
2023-07-01,EURCHF,2023-07-01D04:45:11.587954312,64,102.8084
2023-07-01,EURCHF,2023-07-01D04:47:54.072206765,27,102.3232
2023-07-01,EURCHF,2023-07-01D04:48:51.526592373,11,102.2442
2023-07-01,EURCHF,2023-07-01D04:54:00.906427055,79,102.1688
2023-07-01,EURCHF,2023-07-01D04:55:29.425641149,7,102.2111
2023-07-01,EURCHF,2023-07-01D04:58:10.843313187,96,102.6592
2023-07-01,EURCHF,2023-07-01D04:58:33.015814125,50,102.7963
2023-07-01,EURCHF,2023-07-01D04:58:56.819587647,56,103.2113
2023-07-01,EURCHF,2023-07-01D04:58:58.609640300,10,103.1204
2023-07-01,EURCHF,2023-07-01D05:02:55.274822115,14,103.5149
2023-07-01,EURCHF,2023-07-01D05:03:04.943427890,40,103.9871
2023-07-01,EURCHF,2023-07-01D05:04:25.501409768,44,104.0563
2023-07-01,EURCHF,2023-07-01D05:05:24.287592619,92,104.062
2023-07-01,EURCHF,2023-07-01D05:05:38.368485867,93,104.3787
2023-07-01,EURCHF,2023-07-01D05:05:43.018329888,59,104.7693
2023-07-01,EURCHF,2023-07-01D05:05:58.413760363,32,104.5725
2023-07-01,EURCHF,2023-07-01D05:06:46.467130780,57,104.4834
2023-07-01,EURCHF,2023-07-01D05:06:53.033842295,15,104.0734
2023-07-01,EURCHF,2023-07-01D05:07:34.470913857,84,104.183
2023-07-01,EURCHF,2023-07-01D05:08:08.564814626,70,103.7478
2023-07-01,EURCHF,2023-07-01D05:11:34.030869751,10,104.138
2023-07-01,EURCHF,2023-07-01D05:14:35.110112875,52,104.0796
2023-07-01,EURCHF,2023-07-01D05:14:35.736140459,22,104.0011
2023-07-01,EURCHF,2023-07-01D05:14:59.851117282,72,103.606
2023-07-01,EURCHF,2023-07-01D05:16:24.801008552,9,104.0781
2023-07-01,EURCHF,2023-07-01D05:17:49.251747429,28,103.7521
2023-07-01,EURCHF,2023-07-01D05:18:46.233051717,53,103.3561
2023-07-01,EURCHF,2023-07-01D05:18:48.826439380,36,103.6065
2023-07-01,EURCHF,2023-07-01D05:18:53.845462649,39,103.9228
2023-07-01,EURCHF,2023-07-01D05:18:55.424412041,47,103.9208
2023-07-01,EURCHF,2023-07-01D05:19:45.025732218,54,104.3541
2023-07-01,EURCHF,2023-07-01D05:21:51.335326730,73,104.4462
2023-07-01,EURCHF,2023-07-01D05:22:10.076987296,99,104.116
2023-07-01,EURCHF,2023-07-01D05:23:16.412254124,56,103.8992
2023-07-01,EURCHF,2023-07-01D05:24:31.198571473,19,103.497
2023-07-01,EURCHF,2023-07-01D05:26:12.897557168,54,103.4831
2023-07-01,EURCHF,2023-07-01D05:26:38.581465333,72,102.9886
2023-07-01,EURCHF,2023-07-01D05:28:05.203687101,39,103.1668
2023-07-01,EURCHF,2023-07-01D05:28:24.235750436,36,102.9396
2023-07-01,EURCHF,2023-07-01D05:29:01.213864087,59,102.6965
2023-07-01,EURCHF,2023-07-01D05:29:03.873354792,11,103.159
2023-07-01,EURCHF,2023-07-01D05:30:07.168243825,85,103.4671
2023-07-01,EURCHF,2023-07-01D05:30:10.343543439,21,103.818
2023-07-01,EURCHF,2023-07-01D05:31:29.835648983,62,104.215
2023-07-01,EURCHF,2023-07-01D05:32:24.879104196,78,104.5167
2023-07-01,EURCHF,2023-07-01D05:33:18.050129413,70,104.4973
2023-07-01,EURCHF,2023-07-01D05:34:21.320657282,23,104.7122
2023-07-01,EURCHF,2023-07-01D05:34:40.169619619,77,104.7505
2023-07-01,EURCHF,2023-07-01D05:35:55.769491195,42,104.3439
2023-07-01,EURCHF,2023-07-01D05:39:38.625795989,96,104.824
2023-07-01,EURCHF,2023-07-01D05:40:30.392584204,89,104.5734
2023-07-01,EURCHF,2023-07-01D05:41:26.639392375,3,104.4698
2023-07-01,EURCHF,2023-07-01D05:42:49.041178375,54,104.4924
2023-07-01,EURCHF,2023-07-01D05:43:28.163959532,22,104.8368
2023-07-01,EURCHF,2023-07-01D05:43:33.774611055,2,104.3876
2023-07-01,EURCHF,2023-07-01D05:46:03.169696926,82,103.9322
2023-07-01,EURCHF,2023-07-01D05:50:42.597531527,63,103.9748
2023-07-01,EURCHF,2023-07-01D05:52:18.942854851,42,104.4381
2023-07-01,EURCHF,2023-07-01D05:53:30.575880110,43,104.6592
2023-07-01,EURCHF,2023-07-01D05:54:09.858970194,96,104.8568
2023-07-01,EURCHF,2023-07-01D05:55:01.074041425,84,104.7016
2023-07-01,EURCHF,2023-07-01D05:55:49.042519926,64,105.1726
2023-07-01,EURCHF,2023-07-01D05:58:17.565029561,22,105.5734
2023-07-01,EURCHF,2023-07-01D05:59:38.002674132,76,105.9001
2023-07-01,EURCHF,2023-07-01D05:59:39.467301070,87,106.2522
2023-07-01,EURCHF,2023-07-01D05:59:50.150888263,79,106.4904
2023-07-01,EURCHF,2023-07-01D06:01:02.797124683,21,106.5359
2023-07-01,EURCHF,2023-07-01D06:01:15.415603816,83,106.1616
2023-07-01,EURCHF,2023-07-01D06:03:18.648831993,71,106.5187
2023-07-01,EURCHF,2023-07-01D06:03:53.242468535,91,106.0701
2023-07-01,EURCHF,2023-07-01D06:05:39.728231727,81,106.2806
2023-07-01,EURCHF,2023-07-01D06:08:10.937329083,42,106.5757
2023-07-01,EURCHF,2023-07-01D06:09:44.851303696,51,106.6464
2023-07-01,EURCHF,2023-07-01D06:09:56.018151193,46,106.1473
2023-07-01,EURCHF,2023-07-01D06:09:59.446235596,70,105.9537
2023-07-01,EURCHF,2023-07-01D06:12:09.425936937,80,106.3854
2023-07-01,EURCHF,2023-07-01D06:12:50.688658207,66,106.0943
2023-07-01,EURCHF,2023-07-01D06:14:32.478671371,0,105.8883
2023-07-01,EURCHF,2023-07-01D06:16:08.858917057,83,106.2519
2023-07-01,EURCHF,2023-07-01D06:16:35.071830600,51,106.7469
2023-07-01,EURCHF,2023-07-01D06:18:35.322656929,34,106.67
2023-07-01,EURCHF,2023-07-01D06:18:48.952013700,25,106.6634
2023-07-01,EURCHF,2023-07-01D06:21:03.020950555,84,106.7243
2023-07-01,EURCHF,2023-07-01D06:21:10.593792199,42,106.7357
2023-07-01,EURCHF,2023-07-01D06:21:14.984394013,72,106.4715
2023-07-01,EURCHF,2023-07-01D06:23:23.564123064,97,106.5551
2023-07-01,EURCHF,2023-07-01D06:24:48.834692537,70,106.8855
2023-07-01,EURCHF,2023-07-01D06:25:28.047012537,14,106.9156
2023-07-01,EURCHF,2023-07-01D06:26:49.319575130,30,107.2716
2023-07-01,EURCHF,2023-07-01D06:29:57.610829025,93,107.4678
2023-07-01,EURCHF,2023-07-01D06:31:22.171806692,62,107.3889
2023-07-01,EURCHF,2023-07-01D06:33:01.844953447,75,107.1934
2023-07-01,EURCHF,2023-07-01D06:36:02.838318943,56,107.0885
2023-07-01,EURCHF,2023-07-01D06:37:40.700049251,84,107.4239
2023-07-01,EURCHF,2023-07-01D06:37:59.836779087,8,107.3997
2023-07-01,EURCHF,2023-07-01D06:40:34.135700761,28,107.7183
2023-07-01,EURCHF,2023-07-01D06:40:35.311856120,27,107.5644
2023-07-01,EURCHF,2023-07-01D06:40:41.003879159,51,107.2466
2023-07-01,EURCHF,2023-07-01D06:41:26.765228211,16,107.2845
2023-07-01,EURCHF,2023-07-01D06:44:34.441699683,2,107.6745
2023-07-01,EURCHF,2023-07-01D06:45:34.584403037,56,107.2222
2023-07-01,EURCHF,2023-07-01D06:46:10.325649529,6,107.5356
2023-07-01,EURCHF,2023-07-01D06:47:01.256775408,53,107.7604
2023-07-01,EURCHF,2023-07-01D06:47:26.036624908,90,107.6542
2023-07-01,EURCHF,2023-07-01D06:55:00.251501798,7,107.264
2023-07-01,EURCHF,2023-07-01D06:58:44.044091999,58,107.2285
2023-07-01,EURCHF,2023-07-01D06:59:44.790755063,89,107.1179
2023-07-01,EURCHF,2023-07-01D07:02:32.537179737,63,106.9228
2023-07-01,EURCHF,2023-07-01D07:03:16.999078988,86,107.0431
2023-07-01,EURCHF,2023-07-01D07:04:19.833016991,47,107.4407
2023-07-01,EURCHF,2023-07-01D07:05:33.286591618,68,107.7023
2023-07-01,EURCHF,2023-07-01D07:05:52.243700623,32,107.8395
2023-07-01,EURCHF,2023-07-01D07:08:01.732135265,71,107.6734
2023-07-01,EURCHF,2023-07-01D07:08:52.195731997,47,107.3332
2023-07-01,EURCHF,2023-07-01D07:11:57.398549616,28,107.1125
2023-07-01,EURCHF,2023-07-01D07:14:33.665253817,10,107.4133
2023-07-01,EURCHF,2023-07-01D07:14:59.954811483,38,107.4084
2023-07-01,EURCHF,2023-07-01D07:18:24.651508480,77,106.9728
2023-07-01,EURCHF,2023-07-01D07:19:53.164385854,41,107.1473
2023-07-01,EURCHF,2023-07-01D07:19:55.447193830,7,106.9632
2023-07-01,EURCHF,2023-07-01D07:25:41.615040599,48,106.8501
2023-07-01,EURCHF,2023-07-01D07:26:48.028259128,9,107.0307
2023-07-01,EURCHF,2023-07-01D07:27:43.103840499,94,106.9214
2023-07-01,EURCHF,2023-07-01D07:27:46.845139860,39,106.8393
2023-07-01,EURCHF,2023-07-01D07:29:15.403903126,26,107.0017
2023-07-01,EURCHF,2023-07-01D07:31:53.635291903,8,106.9159
2023-07-01,EURCHF,2023-07-01D07:33:14.873314350,10,106.901
2023-07-01,EURCHF,2023-07-01D07:34:01.569339483,65,106.6819
2023-07-01,EURCHF,2023-07-01D07:34:01.870082169,95,106.2623
2023-07-01,EURCHF,2023-07-01D07:34:14.226945340,99,106.5258
2023-07-01,EURCHF,2023-07-01D07:37:57.774234115,15,106.9785
2023-07-01,EURCHF,2023-07-01D07:38:21.530271023,67,106.5763
2023-07-01,EURCHF,2023-07-01D07:38:22.072090655,71,106.4803
2023-07-01,EURCHF,2023-07-01D07:45:22.767696529,76,106.929
2023-07-01,EURCHF,2023-07-01D07:47:29.857230484,75,106.6769
2023-07-01,EURCHF,2023-07-01D07:48:41.110716461,96,106.9489
2023-07-01,EURCHF,2023-07-01D07:50:55.808698385,46,106.6631
2023-07-01,EURCHF,2023-07-01D07:51:02.759938090,24,106.245
2023-07-01,EURCHF,2023-07-01D07:51:37.176850586,14,106.2283
2023-07-01,EURCHF,2023-07-01D07:53:28.579022437,86,106.3868
2023-07-01,EURCHF,2023-07-01D07:54:15.818315595,47,105.9003
2023-07-01,EURCHF,2023-07-01D07:56:23.421184122,32,105.4341
2023-07-01,EURCHF,2023-07-01D08:01:50.750026255,66,105.4331
2023-07-01,EURCHF,2023-07-01D08:02:27.428282349,36,105.4382
2023-07-01,EURCHF,2023-07-01D08:02:47.898298054,60,105.6072
2023-07-01,EURCHF,2023-07-01D08:03:00.699616670,63,105.2457
2023-07-01,EURCHF,2023-07-01D08:03:50.993007123,60,105.0839
2023-07-01,EURCHF,2023-07-01D08:04:36.072806864,44,104.6709
2023-07-01,EURCHF,2023-07-01D08:05:22.575914114,21,104.6737
2023-07-01,EURCHF,2023-07-01D08:05:43.605733662,76,105.0922
2023-07-01,EURCHF,2023-07-01D08:05:57.290471344,97,105.0329
2023-07-01,EURCHF,2023-07-01D08:06:42.249792962,0,105.4768
2023-07-01,EURCHF,2023-07-01D08:07:02.357066720,39,105.5134
2023-07-01,EURCHF,2023-07-01D08:09:07.156148403,37,105.3323
2023-07-01,EURCHF,2023-07-01D08:10:47.767551988,12,105.5573
2023-07-01,EURCHF,2023-07-01D08:11:03.703574984,80,105.8537
2023-07-01,EURCHF,2023-07-01D08:11:46.361179053,58,105.6949
2023-07-01,EURCHF,2023-07-01D08:13:58.585225492,30,106.0567
2023-07-01,EURCHF,2023-07-01D08:14:36.906039565,0,105.9148
2023-07-01,EURCHF,2023-07-01D08:15:47.748664766,42,105.7907
2023-07-01,EURCHF,2023-07-01D08:15:58.783306181,81,105.8034
2023-07-01,EURCHF,2023-07-01D08:16:33.194183706,55,106.2349
2023-07-01,EURCHF,2023-07-01D08:17:05.338326394,42,106.0433
2023-07-01,EURCHF,2023-07-01D08:18:16.710419654,85,106.0205
2023-07-01,EURCHF,2023-07-01D08:20:44.010284542,38,106.0245
2023-07-01,EURCHF,2023-07-01D08:20:45.173665880,38,106.0927
2023-07-01,EURCHF,2023-07-01D08:21:12.509083896,51,106.0372
2023-07-01,EURCHF,2023-07-01D08:23:04.806181490,70,105.7083
2023-07-01,EURCHF,2023-07-01D08:25:14.215698837,64,106.1471
2023-07-01,EURCHF,2023-07-01D08:25:50.627832859,51,106.0228
2023-07-01,EURCHF,2023-07-01D08:28:02.995833456,40,105.978
2023-07-01,EURCHF,2023-07-01D08:29:47.940325587,43,105.5923
2023-07-01,EURCHF,2023-07-01D08:41:05.423595159,69,105.4323
2023-07-01,EURCHF,2023-07-01D08:41:35.211786031,65,105.4852
2023-07-01,EURCHF,2023-07-01D08:42:22.397166788,46,105.9727
2023-07-01,EURCHF,2023-07-01D08:42:46.664768010,16,106.3129
2023-07-01,EURCHF,2023-07-01D08:43:11.706535219,70,106.2902
2023-07-01,EURCHF,2023-07-01D08:44:42.389366626,68,105.8243
2023-07-01,EURCHF,2023-07-01D08:49:23.312546163,66,105.8224
2023-07-01,EURCHF,2023-07-01D08:53:13.250244855,42,105.966
2023-07-01,EURCHF,2023-07-01D08:55:09.674115478,71,105.5442
2023-07-01,EURCHF,2023-07-01D08:58:29.028033166,73,105.7924
2023-07-01,EURCHF,2023-07-01D09:00:25.413984059,50,105.5404
2023-07-01,EURCHF,2023-07-01D09:01:19.652897268,38,106.0126
2023-07-01,EURCHF,2023-07-01D09:02:26.882989257,23,105.5172
2023-07-01,EURCHF,2023-07-01D09:02:34.362832009,99,105.0377
2023-07-01,EURCHF,2023-07-01D09:03:38.624402582,42,105.5325
2023-07-01,EURCHF,2023-07-01D09:04:23.926128297,70,105.2459
2023-07-01,EURCHF,2023-07-01D09:06:02.127084284,28,105.3888
